2025-02-28 16:49:55,737 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-02-28 16:49:55,756 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-02-28 16:49:55,757 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-02-28 16:49:55,757 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-02-28 16:49:55,759 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-02-28 16:49:55,759 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-02-28 16:49:55,760 INFO  SwAddin.cs: 201 - Setting up command manager
2025-02-28 16:49:55,761 INFO  SwAddin.cs: 204 - Adding command manager
2025-02-28 16:49:55,762 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-02-28 16:49:55,764 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-02-28 16:49:55,764 INFO  SwAddin.cs: 210 - Adding event handlers
2025-02-28 16:49:55,766 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-02-28 16:50:36,263 INFO  SwAddin.cs: 294 - Assembly export called for file 总装
2025-02-28 16:50:39,314 INFO  SwAddin.cs: 313 - Saving assembly
2025-02-28 16:50:39,434 INFO  SwAddin.cs: 316 - Opening property manager
2025-02-28 16:50:39,443 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 总装
2025-02-28 16:50:39,446 INFO  ExportHelperExtension.cs: 1136 - Found 64 in 总装
2025-02-28 16:50:39,446 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 总装
2025-02-28 16:50:39,447 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-02-28 16:50:39,447 INFO  ExportHelperExtension.cs: 1160 - 11 components to check
2025-02-28 16:50:39,448 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BaseWall_2_v2-1
2025-02-28 16:50:39,448 INFO  ExportHelperExtension.cs: 1136 - Found 67 in BaseWall_2_v2-1
2025-02-28 16:50:39,449 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BaseWall_2_v2-1
2025-02-28 16:50:39,449 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 底座-1
2025-02-28 16:50:39,449 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 底座-1
2025-02-28 16:50:39,450 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 底座-1
2025-02-28 16:50:39,450 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 45连接杠-1
2025-02-28 16:50:39,450 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 45连接杠-1
2025-02-28 16:50:39,451 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 45连接杠-1
2025-02-28 16:50:39,451 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 关节23连接件-1
2025-02-28 16:50:39,451 INFO  ExportHelperExtension.cs: 1136 - Found 54 in 关节23连接件-1
2025-02-28 16:50:39,451 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 关节23连接件-1
2025-02-28 16:50:39,451 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HTD3M 80T_base-1
2025-02-28 16:50:39,453 INFO  ExportHelperExtension.cs: 1136 - Found 51 in HTD3M 80T_base-1
2025-02-28 16:50:39,453 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in HTD3M 80T_base-1
2025-02-28 16:50:39,453 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 关节34连接件-1
2025-02-28 16:50:39,454 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 关节34连接件-1
2025-02-28 16:50:39,454 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 关节34连接件-1
2025-02-28 16:50:39,454 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 底座盘-1
2025-02-28 16:50:39,454 INFO  ExportHelperExtension.cs: 1136 - Found 39 in 底座盘-1
2025-02-28 16:50:39,455 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 底座盘-1
2025-02-28 16:50:39,455 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 45连接件-1
2025-02-28 16:50:39,455 INFO  ExportHelperExtension.cs: 1136 - Found 66 in 45连接件-1
2025-02-28 16:50:39,456 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 45连接件-1
2025-02-28 16:50:39,456 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HTD3M 80T_base-3
2025-02-28 16:50:39,456 INFO  ExportHelperExtension.cs: 1136 - Found 51 in HTD3M 80T_base-3
2025-02-28 16:50:39,456 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in HTD3M 80T_base-3
2025-02-28 16:50:39,457 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 34齿轮-1
2025-02-28 16:50:39,457 INFO  ExportHelperExtension.cs: 1136 - Found 40 in 34齿轮-1
2025-02-28 16:50:39,457 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 34齿轮-1
2025-02-28 16:50:39,457 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 最底下的底座盘-1
2025-02-28 16:50:39,458 INFO  ExportHelperExtension.cs: 1136 - Found 33 in 最底下的底座盘-1
2025-02-28 16:50:39,458 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 最底下的底座盘-1
2025-02-28 16:50:39,458 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 总装
2025-02-28 16:50:39,459 INFO  ExportHelperExtension.cs: 1136 - Found 64 in 总装
2025-02-28 16:50:39,459 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [RefAxis] in 总装
2025-02-28 16:50:39,459 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-02-28 16:50:39,459 INFO  ExportHelperExtension.cs: 1160 - 11 components to check
2025-02-28 16:50:39,460 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from BaseWall_2_v2-1
2025-02-28 16:50:39,460 INFO  ExportHelperExtension.cs: 1136 - Found 67 in BaseWall_2_v2-1
2025-02-28 16:50:39,460 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in BaseWall_2_v2-1
2025-02-28 16:50:39,460 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 底座-1
2025-02-28 16:50:39,461 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 底座-1
